Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2015;France;Cadillac Cìtes de Bordeaux;Clos Bourbon;88;$18.00;Bordeaux;ChÉteau Ducros 2015 Clos Bourbon (Cadillac Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Ducros
01/01/2015;Italy;Vernaccia di San Gimignano;Le Grillaie;87;$12.00;Tuscany;Melini 2015 Le Grillaie (Vernaccia di San Gimignano);Vernaccia;Melini
01/01/2015;France;Sancerre;La Cìte des Monts DamnÇs;93;$35.00;Loire Valley;Henri Bourgeois 2015 La Cìte des Monts DamnÇs (Sancerre);Sauvignon Blanc;Henri Bourgeois
01/01/2015;Italy;Chianti;Puro;87;$14.00;Tuscany;Fattoria Lavacchio 2015 Puro (Chianti);Sangiovese;Fattoria Lavacchio
01/01/2015;France;Beaujolais Blanc;Les Vignes de la Roche;87;$23.00;Beaujolais;ChÉteau de Lavernette 2015 Les Vignes de la Roche (Beaujolais Blanc);Chardonnay;ChÉteau de Lavernette
01/01/2015;Italy;Moscato d'Asti;La Caliera;88;$14.00;Piedmont;Borgo Maragliano 2015 La Caliera (Moscato d'Asti);Moscato;Borgo Maragliano
01/01/2015;France;Gaillac;Duras-Braucol;88;$16.00;Southwest France;Lionel Osmin & Cie 2015 Duras-Braucol Red (Gaillac);Red Blend;Lionel Osmin & Cie
01/01/2015;France;JuliÇnas;Les Cerisiers Vieilles Vignes;92;$22.00;Beaujolais;Pascal Aufranc 2015 Les Cerisiers Vieilles Vignes (JuliÇnas);Gamay;Pascal Aufranc
01/01/2015;Italy;Valdobbiadene Prosecco Superiore;Grand CuvÇe del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature;89;$26.00;Veneto;Bortolomiol 2015 Grand CuvÇe del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature (Valdobbiadene Prosecco Superiore);Glera;Bortolomiol
01/01/2015;France;Castillon Cìtes de Bordeaux;CuvÇe Prevenche;88;$16.00;Bordeaux;ChÉteau Terrasson 2015 CuvÇe Prevenche (Castillon Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Terrasson
01/01/2015;France;Pomerol;CuvÇe Excellence;92;$35.00;Bordeaux;ChÉteau Lafleur du Roy 2015 CuvÇe Excellence (Pomerol);Bordeaux-style Red Blend;ChÉteau Lafleur du Roy
01/01/2015;France;Alsace;Le Dragon;93;$41.00;Alsace;Josmeyer 2015 Le Dragon Riesling (Alsace);Riesling;Josmeyer
01/01/2015;France;Vin de France;Alain de la Treille;85;$13.00;France Other;Bougrier 2015 Alain de la Treille Sauvignon Blanc (Vin de France);Sauvignon Blanc;Bougrier
01/01/2015;France;Alsace;Turckheim;89;$15.00;Alsace;Franáois Baur 2015 Turckheim Riesling (Alsace);Riesling;Franáois Baur
01/01/2015;Italy;Romagna;Morale;87;$13.00;Central Italy;Morini 2015 Morale Sangiovese (Romagna);Sangiovese;Morini
01/01/2015;France;Corton;ChÉteau Corton Grancey;95;$165.00;Burgundy;Louis Latour 2015 ChÉteau Corton Grancey (Corton);Pinot Noir;Louis Latour
01/01/2015;Italy;Romagna;Campo di Mezzo;89;$15.00;Central Italy;Tre Monti 2015 Campo di Mezzo Sangiovese (Romagna);Sangiovese;Tre Monti
01/01/2015;Italy;Sicilia;Timpune;89;$15.00;Sicily & Sardinia;Caruso & Minini 2015 Timpune Grillo (Sicilia);Grillo;Caruso & Minini
01/01/2015;France;Pouilly-FumÇ;Grande CuvÇe des Edvins;90;$30.00;Loire Valley;Joseph Mellot 2015 Grande CuvÇe des Edvins (Pouilly-FumÇ);Sauvignon Blanc;Joseph Mellot
01/01/2015;France;Sancerre;Les Belles Cìtes;89;$46.00;Loire Valley;Roger et Didier Raimbault 2015 Les Belles Cìtes (Sancerre);Sauvignon Blanc;Roger et Didier Raimbault
01/01/2015;Italy;Alto Adige;Praepositus;95;$25.00;Northeastern Italy;Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige);Kerner;Abbazia di Novacella
01/01/2015;Italy;Greco di Tufo;G;89;$27.00;Southern Italy;Di Meo 2015 G (Greco di Tufo);Greco;Di Meo
01/01/2015;France;Sancerre;Domaine des Cìtes Blanches;87;$26.00;Loire Valley;Franáois Millet 2015 Domaine des Cìtes Blanches (Sancerre);Sauvignon Blanc;Franáois Millet
01/01/2015;France;Sancerre;Les Romains;90;$30.00;Loire Valley;Gitton Päre et Fils 2015 Les Romains (Sancerre);Sauvignon Blanc;Gitton Päre et Fils
01/01/2015;France;Beaujolais-Villages;CuvÇe de l'Ermitage;86;$16.00;Beaujolais;Pardon et Fils 2015 CuvÇe de l'Ermitage (Beaujolais-Villages);Gamay;Pardon et Fils
01/01/2015;Italy;Sicilia;Shamaris;90;$20.00;Sicily & Sardinia;Cusumano 2015 Shamaris Grillo (Sicilia);Grillo;Cusumano
01/01/2015;France;Languedoc;ChÉteau Belles Eaux Les Coteaux;87;$15.00;Languedoc-Roussillon;Mas Belles Eaux 2015 ChÉteau Belles Eaux Les Coteaux RosÇ (Languedoc);RosÇ;Mas Belles Eaux
01/01/2015;Italy;Toscana;Barricato Bianco;90;$22.00;Tuscany;Fattoria La Vialla 2015 Barricato Bianco White (Toscana);White Blend;Fattoria La Vialla
01/01/2015;Italy;Toscana;Locorosso;88;$15.00;Tuscany;Pratesi 2015 Locorosso Sangiovese (Toscana);Sangiovese;Pratesi
01/01/2015;France;ChÉteauneuf-du-Pape;CuvÇe RÇservÇe;85;$63.00;Rhìne Valley;Domaine du Pegau 2015 CuvÇe RÇservÇe White (ChÉteauneuf-du-Pape);Rhìne-style White Blend;Domaine du Pegau
01/01/2015;France;Alsace;CuvÇe Particuliäre;89;$17.00;Alsace;Jean-Marc Bernhard 2015 CuvÇe Particuliäre Pinot Gris (Alsace);Pinot Gris;Jean-Marc Bernhard
01/01/2015;France;Vouvray;Le Peu Morier;93;$40.00;Loire Valley;Domaine Vincent Car«¶me 2015 Le Peu Morier (Vouvray);Chenin Blanc;Domaine Vincent Car«¶me
01/01/2015;France;Vin de France;Alain de la Treille;86;$13.00;France Other;Bougrier 2015 Alain de la Treille Pinot Noir (Vin de France);Pinot Noir;Bougrier
01/01/2015;France;Montravel;Comtesse de SÇgur;89;$20.00;Southwest France;ChÉteau Laulerie 2015 Comtesse de SÇgur (Montravel);Sauvignon Blanc;ChÉteau Laulerie
01/01/2015;France;Coteaux d'Aix-en-Provence;Domaine Bel Eouve;89;$14.00;Provence;Ravoire et Fils 2015 Domaine Bel Eouve RosÇ (Coteaux d'Aix-en-Provence);RosÇ;Ravoire et Fils
01/01/2015;France;Pouilly-FumÇ;Genetin;91;$50.00;Loire Valley;Domaine Tinel-Blondelet 2015 Genetin (Pouilly-FumÇ);Sauvignon Blanc;Domaine Tinel-Blondelet
01/01/2015;Italy;Soave;Singan;84;$20.00;Veneto;Adalia 2015 Singan (Soave);White Blend;Adalia
01/01/2015;France;Blaye Cìtes de Bordeaux;CuvÇe Prestige;87;$10.00;Bordeaux;ChÉteau les Bertrands 2015 CuvÇe Prestige (Blaye Cìtes de Bordeaux);Sauvignon Blanc;ChÉteau les Bertrands
01/01/2015;France;Muscadet Sävre et Maine;Domaine de la Grenaudiäre La Grenouille Sur Lie;87;$12.00;Loire Valley;Ollivier Fräres 2015 Domaine de la Grenaudiäre La Grenouille Sur Lie (Muscadet Sävre et Maine);Melon;Ollivier Fräres
01/01/2015;France;Bordeaux Blanc;Grand Vin Blanc Sec;89;$35.00;Bordeaux;ChÉteau Fourcas DuprÇ 2015 Grand Vin Blanc Sec (Bordeaux Blanc);Bordeaux-style White Blend;ChÉteau Fourcas DuprÇ
01/01/2015;France;Saint-Amour;Coeur de Gamay;89;$22.00;Beaujolais;Patrick Tranchand 2015 Coeur de Gamay (Saint-Amour);Gamay;Patrick Tranchand
01/01/2015;Italy;Sicilia;Lighea;88;$20.00;Sicily & Sardinia;Donnafugata 2015 Lighea Zibibbo (Sicilia);Zibibbo;Donnafugata
01/01/2015;France;Alsace;Trois ChÉteaux 'E';91;$27.00;Alsace;Kuentz-Bas 2015 Trois ChÉteaux 'E' Sylvaner (Alsace);Sylvaner;Kuentz-Bas
01/01/2015;France;Cìtes de Provence;Inspire;91;$40.00;Provence;ChÉteau Roubine 2015 Inspire RosÇ (Cìtes de Provence);RosÇ;ChÉteau Roubine
01/01/2015;France;Muscadet Sävre et Maine;Sur Lie;87;$12.00;Loire Valley;Chateau de l'Oiseliniäre 2015 Sur Lie (Muscadet Sävre et Maine);Melon;Chateau de l'Oiseliniäre
01/01/2015;France;Santenay;La Comme Premier Cru;90;$45.00;Burgundy;Domaine Jessiaume 2015 La Comme Premier Cru (Santenay);Pinot Noir;Domaine Jessiaume
01/01/2015;France;Vin de Savoie;Apremont;87;$16.00;France Other;Les Rocailles 2015 Apremont Jacquäre (Vin de Savoie);Jacquäre;Les Rocailles
01/01/2015;France;Cìtes de Bordeaux;Prestige;88;$28.00;Bordeaux;ChÉteau Haut-Rian 2015 Prestige (Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Haut-Rian
01/01/2015;France;Cìtes de Provence;CuvÇe G;88;$16.00;Provence;Les Vignobles Gueissard 2015 CuvÇe G RosÇ (Cìtes de Provence);RosÇ;Les Vignobles Gueissard
01/01/2015;France;Cìtes de Provence;ChÉteau de Selle;91;$52.00;Provence;Domaines Ott 2015 ChÉteau de Selle RosÇ (Cìtes de Provence);RosÇ;Domaines Ott
01/01/2015;France;Fleurie;Vieilles Vignes;89;$26.00;Beaujolais;Domaine de Gry-Sablon 2015 Vieilles Vignes Gamay (Fleurie);Gamay;Domaine de Gry-Sablon
01/01/2015;Italy;Verdicchio dei Castelli di Jesi Classico;Le Vaglie;87;$20.00;Central Italy;Stefano Antonucci 2015 Le Vaglie (Verdicchio dei Castelli di Jesi Classico);Verdicchio;Stefano Antonucci
01/01/2015;Italy;Soave;Motto Piane;87;$20.00;Veneto;Fattori 2015 Motto Piane (Soave);Garganega;Fattori
01/01/2015;Italy;Greco di Tufo;Novaserra;89;$25.00;Southern Italy;Mastroberardino 2015 Novaserra (Greco di Tufo);Greco;Mastroberardino
01/01/2015;Italy;Soave Classico;Vin Soave;88;$15.00;Veneto;Inama 2015 Vin Soave (Soave Classico);Garganega;Inama
01/01/2015;France;Cìtes de Provence;Clos de Capelune;93;$65.00;Provence;ChÉteau Saint-Maur 2015 Clos de Capelune RosÇ (Cìtes de Provence);RosÇ;ChÉteau Saint-Maur
01/01/2015;France;Cìtes de Provence;Fleur de l'Amaurigue;89;$22.00;Provence;Domaine de l'Amaurigue 2015 Fleur de l'Amaurigue RosÇ (Cìtes de Provence);RosÇ;Domaine de l'Amaurigue
01/01/2015;Italy;Romagna;Campo Mamante Anfora;89;$20.00;Central Italy;Braschi 2015 Campo Mamante Anfora Albana (Romagna);Albana;Braschi
01/01/2015;Italy;Morellino di Scansano;Guadalmare;87;$15.00;Tuscany;Castellani 2015 Guadalmare (Morellino di Scansano);Red Blend;Castellani
01/01/2015;France;Alsace;RÇserve;85;$20.00;Alsace;Domaine Fernand Engel 2015 RÇserve Pinot Blanc (Alsace);Pinot Blanc;Domaine Fernand Engel
01/01/2015;France;Sancerre;Le Grand Roc;93;$40.00;Loire Valley;Domaine GÇrard Fiou 2015 Le Grand Roc (Sancerre);Sauvignon Blanc;Domaine GÇrard Fiou
01/01/2015;France;Volnay;Robardelle Premier Cru;91;$130.00;Burgundy;Domaine Rossignol-FÇvrier Päre et Fils 2015 Robardelle Premier Cru (Volnay);Pinot Noir;Domaine Rossignol-FÇvrier Päre et Fils
01/01/2015;France;Vin de France;Les Plants Nobles;85;$10.00;France Other;Ropiteau 2015 Les Plants Nobles Chardonnay (Vin de France);Chardonnay;Ropiteau
01/01/2015;France;Pouilly-FuissÇ;Aux Chailloux;92;$28.00;Burgundy;Domaine Pascal et Mireille Renaud 2015 Aux Chailloux (Pouilly-FuissÇ);Chardonnay;Domaine Pascal et Mireille Renaud
01/01/2015;France;Bordeaux Blanc;Mission St. Vincent;82;$15.00;Bordeaux;Producta Vignobles 2015 Mission St. Vincent (Bordeaux Blanc);Bordeaux-style White Blend;Producta Vignobles
01/01/2015;France;Sancerre;Les Baronnes;90;$25.00;Loire Valley;Henri Bourgeois 2015 Les Baronnes (Sancerre);Sauvignon Blanc;Henri Bourgeois
01/01/2015;Italy;Barbera d'Asti Superiore;Sant'Emiliano;90;$33.00;Piedmont;Marchesi Incisa della Rocchetta 2015 Sant'Emiliano (Barbera d'Asti Superiore);Barbera;Marchesi Incisa della Rocchetta
01/01/2015;Italy;Vermentino di Gallura;Sciala Superiore;91;$25.00;Sicily & Sardinia;Vigne Surrau 2015 Sciala Superiore (Vermentino di Gallura);Vermentino;Vigne Surrau
01/01/2015;France;Morgon;Hospices de Belleville;89;$22.00;Beaujolais;Joseph Drouhin 2015 Hospices de Belleville (Morgon);Gamay;Joseph Drouhin
01/01/2015;France;MÉcon-LochÇ;Les Longues Terres;87;$26.00;Burgundy;Marcel Couturier 2015 Les Longues Terres (MÉcon-LochÇ);Chardonnay;Marcel Couturier
01/01/2015;Italy;Roero;Donna Anita;86;$15.00;Piedmont;Giacomo Vico 2015 Donna Anita (Roero);Arneis;Giacomo Vico
01/01/2015;France;Alsace;Affenberg;88;$26.00;Alsace;Domaine Fritz Schmitt 2015 Affenberg Gewurztraminer (Alsace);GewÅrztraminer;Domaine Fritz Schmitt
01/01/2015;France;Sancerre;Tradition;91;$40.00;Loire Valley;Domaine Bernard Fleuriet et Fils 2015 Tradition (Sancerre);Pinot Noir;Domaine Bernard Fleuriet et Fils
01/01/2015;Italy;Alto Adige;Castel Ringberg;91;$25.00;Northeastern Italy;Elena Walch 2015 Castel Ringberg Pinot Grigio (Alto Adige);Pinot Grigio;Elena Walch
01/01/2015;France;Pays d'Oc;Domaine des Deux Ruisseaux;89;$15.00;Languedoc-Roussillon;Familly ValÇry 2015 Domaine des Deux Ruisseaux Merlot (Pays d'Oc);Merlot;Familly ValÇry
01/01/2015;Italy;Moscato d'Asti;Zagara;88;$19.00;Piedmont;Marchesi di Barolo 2015 Zagara (Moscato d'Asti);Moscato;Marchesi di Barolo
01/01/2015;Italy;Toscana;Fresco di Nero;87;$18.00;Tuscany;Pietro Beconcini 2015 Fresco di Nero Tempranillo (Toscana);Tempranillo;Pietro Beconcini
01/01/2015;France;Lalande de Pomerol;CuvÇe des Capucins;90;$22.00;Bordeaux;ChÉteau des Arnauds 2015 CuvÇe des Capucins (Lalande de Pomerol);Bordeaux-style Red Blend;ChÉteau des Arnauds
01/01/2015;France;Aloxe-Corton;Domaine Latour;90;$75.00;Burgundy;Louis Latour 2015 Domaine Latour (Aloxe-Corton);Pinot Noir;Louis Latour
01/01/2015;France;Beaune;Aux Cras Premier Cru;93;$50.00;Burgundy;Maison Champy 2015 Aux Cras Premier Cru (Beaune);Pinot Noir;Maison Champy
01/01/2015;France;Cahors;Eternellement;93;$44.00;Southwest France;ChÉteau Ponzac 2015 Eternellement Malbec (Cahors);Malbec;ChÉteau Ponzac
01/01/2015;France;Cìtes de Provence;CuvÇe Jadis;93;$30.00;Provence;ChÉteau Grand Boise 2015 CuvÇe Jadis RosÇ (Cìtes de Provence);RosÇ;ChÉteau Grand Boise
01/01/2015;Italy;Sicilia;AngimbÇ;88;$18.00;Sicily & Sardinia;Cusumano 2015 AngimbÇ White (Sicilia);White Blend;Cusumano
01/01/2015;France;Bordeaux RosÇ;Le Canon de Cìte Montpezat;86;$20.00;Bordeaux;ChÉteau Cìte Montpezat 2015 Le Canon de Cìte Montpezat RosÇ (Bordeaux RosÇ);RosÇ;ChÉteau Cìte Montpezat
01/01/2015;France;Alsace;CuvÇe Engel;90;$20.00;Alsace;Domaine Fernand Engel 2015 CuvÇe Engel Pinot Gris (Alsace);Pinot Gris;Domaine Fernand Engel
01/01/2015;France;Costiäres de Nåmes;Buti Nages;85;$12.00;Rhìne Valley;ChÉteau de Nages 2015 Buti Nages RosÇ (Costiäres de Nåmes);RosÇ;ChÉteau de Nages
01/01/2015;France;Arbois;Terre de Marne;90;$25.00;France Other;Domaine Dugois 2015 Terre de Marne Chardonnay (Arbois);Chardonnay;Domaine Dugois
01/01/2015;Italy;Greco di Tufo;Oltre;87;$30.00;Southern Italy;Agricola Bellaria 2015 Oltre (Greco di Tufo);Greco;Agricola Bellaria
01/01/2015;Italy;Barbera d'Asti;Arturo;88;$14.00;Piedmont;Vigne dei Mastri 2015 Arturo (Barbera d'Asti);Barbera;Vigne dei Mastri
01/01/2015;Italy;Chianti;When We Dance;89;$18.00;Tuscany;Il Palagio 2015 When We Dance (Chianti);Red Blend;Il Palagio
01/01/2015;France;Ile de BeautÇ;YL Blanc;90;$28.00;France Other;Yves Leccia 2015 YL Blanc White (Ile de BeautÇ);White Blend;Yves Leccia
01/01/2015;France;Fleurie;Domaine des Quatres Vents;90;$22.00;Beaujolais;Georges Duboeuf 2015 Domaine des Quatres Vents (Fleurie);Gamay;Georges Duboeuf
01/01/2015;France;Beaune;Les Gräves Premier Cru;94;$75.00;Burgundy;Jean-Claude Boisset 2015 Les Gräves Premier Cru (Beaune);Pinot Noir;Jean-Claude Boisset
01/01/2015;France;Cahors;Amrboise de l'Her;90;$16.00;Southwest France;ChÉteau Noziäres 2015 Amrboise de l'Her Malbec (Cahors);Malbec;ChÉteau Noziäres
01/01/2015;France;Buzet;Pigmentum;86;$15.00;Southwest France;Georges Vigouroux 2015 Pigmentum Merlot-Malbec (Buzet);Merlot-Malbec;Georges Vigouroux
01/01/2015;France;Pouilly-FumÇ;La Renardiäre;90;$23.00;Loire Valley;BouchiÇ-Chatellier 2015 La Renardiäre (Pouilly-FumÇ);Sauvignon Blanc;BouchiÇ-Chatellier
01/01/2015;France;Alsace;RÇserve;93;$17.00;Alsace;Domaine Jean Sipp 2015 RÇserve Riesling (Alsace);Riesling;Domaine Jean Sipp
01/01/2015;France;Blaye Cìtes de Bordeaux;Tradition;84;$15.00;Bordeaux;ChÉteau Clairac 2015 Tradition (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Clairac
01/01/2015;France;Alsace;Tradition;90;$20.00;Alsace;Cave de Turckheim 2015 Tradition Pinot Gris (Alsace);Pinot Gris;Cave de Turckheim
01/01/2015;France;Brouilly;L'Enfer des Balloquets;88;$22.00;Beaujolais;Robert Perroud 2015 L'Enfer des Balloquets (Brouilly);Gamay;Robert Perroud
01/01/2015;France;Cìtes de Provence;Collection;88;$18.00;Provence;ChÉteau RÇal d'Or 2015 Collection RosÇ (Cìtes de Provence);RosÇ;ChÉteau RÇal d'Or
01/01/2015;France;Alsace;Mise du Printemps;90;$21.00;Alsace;Josmeyer 2015 Mise du Printemps Pinot Blanc (Alsace);Pinot Blanc;Josmeyer
01/01/2015;France;Chablis;Marly;87;$23.00;Burgundy;Xavier Flouret 2015 Marly (Chablis);Chardonnay;Xavier Flouret
01/01/2015;Italy;Friuli Isonzo;Toc Bas;90;$25.00;Northeastern Italy;Ronco del Gelso 2015 Toc Bas Friulano (Friuli Isonzo);Friulano;Ronco del Gelso
01/01/2015;France;MediterranÇe;Juliette;85;$13.00;France Other;Domaine de la Sangliäre 2015 Juliette RosÇ (MediterranÇe);RosÇ;Domaine de la Sangliäre
01/01/2015;Italy;Gavi;del Comune di Gavi;89;$20.00;Piedmont;Fontanafredda 2015 del Comune di Gavi (Gavi);Cortese;Fontanafredda
01/01/2015;Italy;Lugana;Selva;92;$35.00;Lombardy;Selva Capuzza 2015 Selva (Lugana);Turbiana;Selva Capuzza
01/01/2015;France;Sancerre;Les Cris;94;$39.00;Loire Valley;Daniel Chotard 2015 Les Cris (Sancerre);Sauvignon Blanc;Daniel Chotard
01/01/2015;Italy;Alto Adige;Kastelaz;89;$35.00;Northeastern Italy;Elena Walch 2015 Kastelaz GewÅrztraminer (Alto Adige);GewÅrztraminer;Elena Walch
01/01/2015;France;Vin de France;Gabriel Sauvignon Blanc-Muscat;85;$10.00;France Other;Gabriel Meffre 2015 Gabriel Sauvignon Blanc-Muscat White (Vin de France);White Blend;Gabriel Meffre
01/01/2015;France;Juranáon Sec;Cami SaliÇ;91;$19.00;Southwest France;Lionel Osmin & Cie 2015 Cami SaliÇ (Juranáon Sec);Gros and Petit Manseng;Lionel Osmin & Cie
01/01/2015;France;Pouilly-FuissÇ;Coeur de Pouilly;85;$40.00;Burgundy;Domaine Trouillet 2015 Coeur de Pouilly (Pouilly-FuissÇ);Chardonnay;Domaine Trouillet
01/01/2015;France;Cìtes de Provence;Le Provenáal;86;$14.00;Provence;La Vidaubanaise 2015 Le Provenáal RosÇ (Cìtes de Provence);RosÇ;La Vidaubanaise
01/01/2015;France;Alsace;Grande RÇserve;90;$17.00;Alsace;Pierre Sparr 2015 Grande RÇserve Riesling (Alsace);Riesling;Pierre Sparr
01/01/2015;Italy;Morellino di Scansano;Titolato Strozzi;88;$23.00;Tuscany;Guicciardini Strozzi 2015 Titolato Strozzi (Morellino di Scansano);Sangiovese;Guicciardini Strozzi
01/01/2015;France;Bourgogne AligotÇ;Buissonnier;86;$13.00;Burgundy;Vignerons de Buxy 2015 Buissonnier (Bourgogne AligotÇ);AligotÇ;Vignerons de Buxy
01/01/2015;France;Bordeaux SupÇrieur;CuvÇe Raphaâl;87;$21.00;Bordeaux;ChÉteau de Parenchäre 2015 CuvÇe Raphaâl (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau de Parenchäre
01/01/2015;France;Pouilly-FuissÇ;Vieilles Vignes;90;$26.00;Burgundy;Domaine des Deux Roches 2015 Vieilles Vignes (Pouilly-FuissÇ);Chardonnay;Domaine des Deux Roches
01/01/2015;France;Blaye Cìtes de Bordeaux;ChÉteau Haut-Meneau Quai Lumiäre;85;$20.00;Bordeaux;Xavier Flouret 2015 ChÉteau Haut-Meneau Quai Lumiäre (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;Xavier Flouret
01/01/2015;France;JuliÇnas;Les Mouilles;90;$23.00;Beaujolais;Pardon et Fils 2015 Les Mouilles (JuliÇnas);Gamay;Pardon et Fils
01/01/2015;France;Corbiäres;Senhal d'Aric;84;$20.00;Languedoc-Roussillon;ChÉteau Ribaute 2015 Senhal d'Aric RosÇ (Corbiäres);RosÇ;ChÉteau Ribaute
01/01/2015;France;Cahors;Atrium;88;$13.00;Southwest France;Georges Vigouroux 2015 Atrium Malbec (Cahors);Malbec;Georges Vigouroux
01/01/2015;France;Coteaux Varois;Haut de l'Autin;91;$29.00;Provence;ChÉteau d'Olliäres 2015 Haut de l'Autin RosÇ (Coteaux Varois);RosÇ;ChÉteau d'Olliäres
01/01/2015;France;Blaye Cìtes de Bordeaux;Tradition;86;$17.00;Bordeaux;ChÉteau Cailleteau Bergeron 2015 Tradition (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Cailleteau Bergeron
01/01/2015;France;Chablis;Cìte de Lechet Premier Cru;92;$35.00;Burgundy;Simonnet-Febvre 2015 Cìte de Lechet Premier Cru (Chablis);Chardonnay;Simonnet-Febvre
01/01/2015;France;Sancerre;FrÇtoy;90;$22.00;Loire Valley;Domaine Tinel-Blondelet 2015 FrÇtoy (Sancerre);Sauvignon Blanc;Domaine Tinel-Blondelet
01/01/2015;France;Alsace;Vieilles Vignes;85;$22.00;Alsace;Domaine Saint-RÇmy 2015 Vieilles Vignes Riesling (Alsace);Riesling;Domaine Saint-RÇmy
01/01/2015;France;Morgon;Les Sybarites;91;$27.00;Beaujolais;ChÉteau de Pizay 2015 Les Sybarites (Morgon);Gamay;ChÉteau de Pizay
01/01/2015;France;Alsace;Frankstein Grand Cru Vendanges Tardives;92;$35.00;Alsace;Domaine Mersiol 2015 Frankstein Grand Cru Vendanges Tardives Pinot Gris (Alsace);Pinot Gris;Domaine Mersiol
01/01/2015;Italy;Sannio;Taburno;90;$25.00;Southern Italy;Fattoria La Rivolta 2015 Taburno Fiano (Sannio);Fiano;Fattoria La Rivolta
01/01/2015;France;Cìtes du Tarn;CuvÇe Germain;90;$16.00;Southwest France;Domaine D'en SÇgur 2015 CuvÇe Germain Red (Cìtes du Tarn);Bordeaux-style Red Blend;Domaine D'en SÇgur
01/01/2015;France;Alsace;Fromenteau;91;$31.00;Alsace;Josmeyer 2015 Fromenteau Pinot Gris (Alsace);Pinot Gris;Josmeyer
01/01/2015;Italy;Moscato d'Asti;La Gatta;88;$19.00;Piedmont;Vite Colte 2015 La Gatta (Moscato d'Asti);Moscato;Vite Colte
01/01/2015;France;Cìtes de Provence;Bailli de Provence;87;$15.00;Provence;Gilardi 2015 Bailli de Provence RosÇ (Cìtes de Provence);RosÇ;Gilardi
01/01/2015;France;Vin de France;Aramis;86;$10.00;France Other;Famille Laplace 2015 Aramis RosÇ (Vin de France);RosÇ;Famille Laplace
01/01/2015;France;Savigny-läs-Beaune;Aux Serpentiäres Premier Cru;87;$65.00;Burgundy;Domaine Pierre Guillemot 2015 Aux Serpentiäres Premier Cru (Savigny-läs-Beaune);Pinot Noir;Domaine Pierre Guillemot
01/01/2015;Italy;Lugana;San Vigilio;90;$25.00;Lombardy;Selva Capuzza 2015 San Vigilio (Lugana);Turbiana;Selva Capuzza
01/01/2015;France;Blaye Cìtes de Bordeaux;CuvÇe Viva;87;$18.00;Bordeaux;ChÉteau Gigault 2015 CuvÇe Viva (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Gigault
01/01/2015;France;Bordeaux SupÇrieur;ChÉteau de Monrecueil;88;$13.00;Bordeaux;ChÉteau Belcier 2015 ChÉteau de Monrecueil (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau Belcier
01/01/2015;France;Santenay;Clos Rousseau Premier Cru;90;$40.00;Burgundy;LabourÇ-Roi 2015 Clos Rousseau Premier Cru (Santenay);Pinot Noir;LabourÇ-Roi
01/01/2015;France;Brouilly;Domaine de Combiaty;88;$20.00;Beaujolais;Georges Duboeuf 2015 Domaine de Combiaty (Brouilly);Gamay;Georges Duboeuf
01/01/2015;France;Sancerre;Les Cris;94;$39.00;Loire Valley;Daniel Chotard 2015 Les Cris (Sancerre);Sauvignon Blanc;Daniel Chotard
01/01/2015;France;Corse;1769;88;$28.00;France Other;Clos Venturi 2015 1769 Vermentino (Corse);Vermentino;Clos Venturi
01/01/2015;France;Pouilly-FuissÇ;Le Clos;92;$48.00;Burgundy;Domaine Ferret 2015 Le Clos (Pouilly-FuissÇ);Chardonnay;Domaine Ferret
01/01/2015;France;Cìtes de Provence;Croix de Basson;88;$18.00;Provence;Vignerons de Correns 2015 Croix de Basson RosÇ (Cìtes de Provence);RosÇ;Vignerons de Correns
01/01/2015;France;Cìte de Brouilly;Domaine Du Riaz;87;$20.00;Beaujolais;Georges Duboeuf 2015 Domaine Du Riaz (Cìte de Brouilly);Gamay;Georges Duboeuf
01/01/2015;France;Cìtes de Gascogne;CuvÇe Marine;87;$10.00;Southwest France;Domaine de MÇnard 2015 CuvÇe Marine White (Cìtes de Gascogne);White Blend;Domaine de MÇnard
01/01/2015;France;Cahors;Le Sang de la Vigne SignÇ Benjamin Cooker;92;$21.00;Southwest France;ChÉteau de Gaudou 2015 Le Sang de la Vigne SignÇ Benjamin Cooker Malbec (Cahors);Malbec;ChÉteau de Gaudou
01/01/2015;Italy;Roero;Montemeraviglia;88;$15.00;Piedmont;Cascina del Pozzo 2015 Montemeraviglia (Roero);Arneis;Cascina del Pozzo
01/01/2015;France;Vin de France;Les FumÇes Blanches;85;$16.00;France Other;Franáois Lurton 2015 Les FumÇes Blanches RosÇ (Vin de France);RosÇ;Franáois Lurton
